id;NomFournisseur;AddressFournisseur;idPays;idPaysLivraison;DateLivraison;TempsLivraison;Qte;PrixCommande
4058;Ebert Music Center;618 Sheriden rd.;35;20;22/05/1975 04:07;08:16.0;81950;69966.1824
4059;Portugal, Liddy, & Son Ltd.;3160 Summit Ave.;25;16;25/05/1993 21:00;40:00.0;23410;43800.2757
4060;Parkway Auto Body;54 Lakeview Terrace;49;15;15/03/2000 03:33;34:56.0;85190;46924.5077
4061;Camp Stuff;4763 Blackhawk Rd.;17;16;20/12/1986 10:53;28:16.0;75138;55655.9022
4062;Glenwood Credit Union;1920 Sunnyside Ave.;39;45;25/10/2000 17:27;46:40.0;71484;67667.2975
4063;Green Shoes Corp.;120 high St.;4;1;25/06/1982 14:33;40:00.0;83470;27377.3367
4064;North Shore Appliance Service;425 Lake Ave.;15;23;30/01/1994 03:20;00:00.0;4748;69396.7976
4065;Toggle & Myerson Ltd;970 Vilas Circle;15;24;22/06/2001 13:27;00:00.0;73472;97016.5477
4066;Childress Child Day Care;844 Spruce St.;31;43;20/01/1986 17:48;21:36.0;85068;1568.487
4067;Kapp Camera and Video;1704 Ridgelee Rd;41;35;11/08/1992 11:02;13:20.0;24367;38122.7008
4068;Ampro Office Team Ltd.;1575 Oak Ave.  Apt. 2C;11;25;12/07/1971 10:47;13:20.0;75325;73772.1545
4069;AA Advertising;917 Fairview Ave.  Apt. 982;46;49;10/07/1990 09:53;28:16.0;31875;71253.15
4070;Woodworks Co.;965 Marion Place Apt. 65C;12;17;18/02/1996 16:13;41:36.0;71562;30054.8316
4071;Chands CPA;1009 marvel Way;31;39;09/09/1994 17:15;13:20.0;90100;15112.4669
4072;Marcy Elaine Bakery;425 Lake Ave.;7;4;19/12/2006 16:27;13:20.0;53124;43512.4828
4073;Chicagoland Cleaners;77 Blackhawk Rd;15;15;07/12/2000 14:40;54:56.0;53302;4568.9648
4074;Portugal, Liddy, & Son Ltd.;899 Harvard Ct;25;15;09/03/1977 03:48;06:40.0;19062;30592.9714
4075;Green Bay Travel Services;1619 Judson Ave. Apt #34B;10;31;17/11/1980 16:42;26:40.0;8408;25456.0127
4076;Myles Building Consultants;45 South Deer Creek Drive;20;41;25/04/1989 10:33;26:40.0;80868;24516.6936
4077;Perimeter Security Consultants;456 Groverland Ave.;31;11;25/07/1987 09:27;21:36.0;54860;85675.675
4078;Corbins, Rodriguez, & Savocchi;857 Woodbine Rd;32;46;15/05/1970 23:53;33:20.0;1037;74000.1337
4079;Lake Shore Publishing;1920 Sunnyside Ave.;40;12;14/01/1970 01:08;33:20.0;11852;39260.4916
4080;Pete's Auto Repair;241 Callan Rd.;21;31;03/12/1985 03:08;26:40.0;91066;32058.3684
4081;North Shore Appliance Service;511 Maple Ave.  Apt. 1B;9;7;02/06/2000 11:40;08:16.0;26047;57400.8929
4082;Shaggy's Grooming Services;1220 Heather Lane;38;15;09/09/2000 13:15;20:00.0;38930;92173.2775
4083;Gilbert Co.;512 Hill;14;25;22/08/2001 10:33;00:00.0;87552;60736.542
4084;Eva Galler Galleries Inc.;770 Exmoor Rd.;45;10;18/02/1978 14:27;08:16.0;33660;80340.931
4085;Smith & Wesson Militia;581 Hill St. Apt. 234;3;20;15/07/1970 23:02;06:40.0;81290;13941.5029
4086;Auto Interior Carpeting Compan;1575 Oak Ave.  Apt. 2C;10;31;18/10/1986 07:13;40:00.0;56415;8100.1678
4087;Marks, Marks, and Kaplan Ltd.;2600 Winsor Mall;33;32;06/07/2003 15:00;13:20.0;69555;61645.8176
4088;Flinn Mosquito and Pest Contro;224  Highwood Ave.;5;40;12/01/1982 23:48;20:00.0;22886;90382.04
4089;Eva Galler Galleries Inc.;231 Sheriden Rd.;44;21;20/05/2000 01:27;26:40.0;82735;32800.9447
4090;Crosstracks Car Wash;1575 Oakwood Ave.;48;9;14/03/2005 02:28;34:56.0;47182;8240.6424
4091;Derbin Contracting Services;1715 Chicago Ave.;48;38;17/10/1998 05:53;00:00.0;74720;30762.5025
4092;Nel Video Productions;1444 Chantilly Ln.;28;14;31/01/1989 05:22;40:00.0;49320;1700.0723
4093;Venturi Discount Drugs;654 Walnut Rd.;13;45;13/03/1994 12:00;28:16.0;1032;72832.2801
4094;Elle Hypnosis and Therapy Cent;600 Central Ave;25;3;22/04/1970 10:15;26:40.0;90528;46178.36
4095;Meonits & Mogogni Inc.;1550 Ridge Rd.;24;10;31/03/2000 06:00;06:40.0;60284;20090.2112
4096;Gourmet the Frog;3478 Bryn Mawr St.;43;33;09/06/1989 21:28;33:20.0;21650;53696.6185
4097;Derbin Contracting Services;201-C Frontage Rd.;46;5;11/10/1970 03:27;34:56.0;14264;2440.7228
4098;Bill's Dive Shop;5518 Madison St.;31;44;22/01/1997 02:27;20:00.0;59590;24768.5736
4099;Toggle & Myerson Ltd;2267 Anderson Lane;4;48;09/01/1971 20:13;00:00.0;51220;66656.8885
4100;Air Indonesia;628 Orwenstensia;8;48;30/07/1994 01:15;26:40.0;61871;83091.9581
4101;Ebert Music Center;2678 Sheridan Rd.;44;28;27/03/1970 04:27;13:20.0;48465;61647.4608
4102;Woodworks Co.;231 Sheriden Rd.;45;13;30/04/1986 00:07;08:16.0;81044;16088.002
4103;Glassman & Stone;12 Broadview Lane;31;25;19/01/1993 07:08;06:40.0;66549;65416.529
4104;Cutter Lawn Mower Repair;54 Lakeview Terrace;35;24;12/09/1989 19:15;33:20.0;85077;6155.944
4105;Smith Communications Inc.;242 Ashland Ave.;21;43;03/06/2005 08:07;26:40.0;43916;30788.436
4106;Parties Galore Golf Course;35 Glenlake Dr.;21;46;05/10/2005 04:20;06:40.0;63152;46412.1362
4107;Pete's Auto Repair;812 North Ave.;33;31;16/08/2006 17:27;40:00.0;97970;78680.4997
4108;Morton Roofing and Siding;1436 Waverly Rd.;9;4;29/12/1983 15:33;20:00.0;42630;98850.6684
4109;Meonits & Mogogni Inc.;225 Jeffrys Place;40;8;22/08/1996 16:22;21:36.0;83375;74442.5743
4110;John G. Hartling Ltd.;628 Orwenstensia;11;44;30/04/1986 16:47;13:20.0;68340;89560.941
4111;Eva Galler Galleries Inc.;2644 Princeton Ln.;5;45;14/02/2001 11:07;34:56.0;26400;71633.0176
4112;Michael Montgomery Hair Saloon;2922 Twin Oaks Drive;24;31;11/06/1974 06:20;06:40.0;32954;76866.4072
4113;Masterlands Cleaning;433 Burton Ave.;5;35;15/08/2006 01:00;54:56.0;44076;47111.2096
4114;Auto Interior Carpeting Compan;1875 Roger Williams Ave.;26;21;14/11/1972 22:15;54:56.0;93610;15044.9105
4115;Libra & Sons;673 Calais Drive;5;21;27/06/1970 03:00;26:40.0;4345;30356.559
4116;Caranisco Homes;770 Exmoor Rd.;13;33;08/08/2006 21:02;06:40.0;90220;39392.2788
4117;Nitelites Party Rental;1009 marvel Way;44;9;19/08/2007 06:07;28:16.0;77478;6471.5098
4118;Gordon & Son Brockerage Ltd.;313 Grove Ave.;1;40;01/03/2005 02:00;46:40.0;80772;31455.5892
4119;Keyth Contracting and Repair;241 Callan Rd.;45;11;25/09/1974 08:48;54:56.0;71509;90908.2468
4120;North Park Lighting Galleries;770 Exmoor Rd.;47;5;27/12/2002 14:40;34:56.0;83780;48070.066
4121;Nel Video Productions;4522 N. Greenview Apt. 1B;10;24;28/03/1993 14:02;06:40.0;88362;73812.9472
4122;Mergenthaler Inc.;14836 W. River Oaks Dr.;43;5;30/01/2004 08:40;14:56.0;72558;45664.8032
4123;DBN Bank;1234 Devonshire Court;43;26;06/05/1980 03:15;26:40.0;26139;54340.8094
4124;Dependable Plumbing and Sewer;201-C Frontage Rd.;10;5;19/02/2007 06:42;13:20.0;71248;96928.4648
4125;Gilbert Co.;965 Marion Place Apt. 65C;6;13;02/04/1987 02:02;48:16.0;88530;14478.0628
4126;Got It All Electronics Supply;2479 Woodridge Drive;8;44;26/04/2001 19:20;26:40.0;93486;71672.8376
4127;American Apartments;632 Florence Dr.;28;1;22/02/2000 19:33;54:56.0;92714;71352.9522
4128;Pasifico Inc.;139 Bay Colony Dr.;48;45;08/07/1993 11:28;06:40.0;39530;82920.5234
4129;Mergenthaler Inc.;669 Kikaid;20;47;29/11/2004 22:28;40:00.0;3520;57242.6404
4130;Nyman Interior Design;425 Lake Ave.;39;10;05/02/1990 23:20;33:20.0;70343;90820.6025
4131;Ampro Office Team Ltd.;1660 Park Ave.;33;43;12/10/1989 13:53;06:40.0;25476;44908.7492
4132;Cutter Lawn Mower Repair;2632 Prarie Ln.;48;43;30/11/1986 02:00;46:40.0;77682;27855.785
4133;Loyal Order of Buffalo;456 Grossman Ln.;44;10;22/04/2002 10:22;00:00.0;37742;16505.425
4134;Elle Hypnosis and Therapy Cent;1714 Clifton Rd.;42;6;21/08/2004 15:53;14:56.0;91563;70026.4099
4135;Crossroads Construction, Inc.;10 Marquette Rd.;23;8;01/08/1996 12:47;33:20.0;96452;21455.7656
4136;Gilbert Co.;1799 Rosemary Way;25;28;31/03/1992 07:35;13:20.0;5296;83328.7228
4137;Nina's Snow Plowing;965 Marion Place Apt. 65C;17;48;12/11/1994 17:07;28:16.0;86752;8880.5994
4138;Air Guatamala;1337 Cavell Ave.;8;20;23/03/2001 12:00;13:20.0;23680;18720.5408
4139;Ebert Music Center;970 Vilas Circle;44;39;01/09/2005 10:35;08:16.0;93696;59812.989
4140;Innman Paint and Glass;368 Woodland Rd.;17;33;17/06/1992 06:47;21:36.0;97683;14752.7343
4141;Bernhardt Ltd.;1633 McGovern place;44;48;31/08/2001 16:47;46:40.0;28806;7586.1874
4142;Bee Line Publishing;654 Walnut Rd.;23;44;23/09/2006 22:07;20:00.0;92600;36963.915
4143;Cradle the Call;2644 Princeton Ln.;9;42;19/04/2000 02:02;54:56.0;78312;14896.375
4144;Lennox Air Pollution Control;1714 Clifton Rd.;1;23;17/02/2000 19:22;06:40.0;54353;50164.7212
4145;Jay's Cabinet Company;3062 Lindenwood Ln.;31;25;02/11/2006 23:08;26:40.0;80929;32916.1371
4146;Resnick DDS;1920 Sunnyside Ave.;30;17;22/01/2001 05:08;06:40.0;96000;87188.5627
4147;Johnson, Erico & Co CPA's;231 Sheriden Rd.;8;8;24/08/1980 11:13;53:20.0;59660;5490.112
4148;Got It All Electronics Supply;2479 Woodridge Drive;7;44;06/10/1989 07:53;33:20.0;83331;43520.445
4149;Car Suite Cleaners;367Bluebird Terr.;4;17;25/04/1986 15:35;46:40.0;10950;53020.3668
4150;AAA Daniels Antiques;241 Callan Rd.;12;44;06/08/1990 08:22;00:00.0;11360;89120.3202
4151;Childress Child Day Care;242 Ashland Ave.;50;23;09/02/1983 08:28;34:56.0;29171;30298.7974
4152;Elle Hypnosis and Therapy Cent;969 Saxony Drive;19;9;19/12/1999 10:40;13:20.0;74112;34752.4582
4153;Garfield Appliance Service;2045 St. johns Ave.;36;1;26/07/2000 07:00;13:20.0;39220;60555.3573
4154;Air France;632 Roger Williams;41;31;18/06/2003 02:33;34:56.0;23944;69858.42
4155;MedicServe Medical Supply;1658 Second St.;28;30;06/07/2006 16:33;21:36.0;69800;93428.7275
4156;Marks, Marks, and Kaplan Ltd.;616 Cobblestone Cir.;24;8;12/01/1977 06:53;41:36.0;88965;998.8315
4157;Green Shoes Corp.;1704 Ridgelee Rd;43;7;12/03/2000 20:00;33:20.0;47147;95845.3244
4158;Garfield Appliance Service;844 Spruce St.;35;4;08/12/1994 04:13;53:20.0;89461;7325.1368
4159;Glenn Oaks Office Supplies;1245 Eastwood;36;12;17/07/1997 01:40;40:00.0;89594;39716.4352
4160;Dean Barnett Furniture Repair;2922 Twin Oaks Drive;47;50;08/02/2004 14:53;20:00.0;87812;82160.3233
4161;Deer Lake Inn;1019 Deerfield Rd.;21;19;06/12/1997 09:20;00:00.0;94310;65300.316
4162;Highland Lanes;4763 Blackhawk Rd.;14;36;07/05/2002 22:22;26:40.0;57514;81360.9706
4163;Smith Communications Inc.;4467 Sheridan Rd.;31;41;24/09/2000 00:20;21:36.0;18639;6856.9774
4164;Car Suite Cleaners;1575 Oakwood Ave.;41;28;26/05/1972 12:22;13:20.0;14338;71760.791
4165;Trapezoid Studios;224  Highwood Ave.;30;24;15/08/1986 23:02;48:16.0;9428;23926.6016
4166;Gordon & Son Brockerage Ltd.;632 Roger Williams;25;43;05/10/1980 14:20;14:56.0;32254;14224.1532
4167;Auto Interior Carpeting Compan;4467 Sheridan Rd.;11;35;16/01/1977 01:48;01:36.0;50767;67768.5072
4168;Myers Chocolates and Confectio;852 Sumac Rd.;14;36;21/11/1996 07:07;06:40.0;31824;61318.0321
4169;Venturi Discount Drugs;600 Central Ave.;2;47;16/11/2001 05:33;33:20.0;30974;37798.1375
4170;Crossroads Construction, Inc.;632 Florence Dr.;27;21;02/02/1970 09:47;40:00.0;66264;24975.08
4171;Doerner's Awnings and Canopies;465 Stratford Rd.;17;14;17/05/2002 13:40;26:40.0;10129;65106.0272
4172;North West Gas Co.;1077 Court Ave.;40;31;07/01/1972 19:20;26:40.0;37125;86803.0027
4173;Bernhardt Ltd.;12 Fort Sheriden Ave.;9;41;05/03/2007 13:07;00:00.0;85924;83932.8812
4174;Hart Corporation;425 Lake Ave.;41;30;03/05/2002 16:20;14:56.0;10540;50472.9625
4175;Lake Shore Beaches;4467 Sheridan Rd.;14;25;28/08/2005 16:20;00:00.0;47210;24475.8036
4176;Air Mexico;1234 Devonshire Court;1;11;05/10/1977 01:40;46:40.0;56012;16554.372
4177;Cutter Lawn Mower Repair;1704 Ridgelee Rd;29;14;23/10/1974 12:33;26:40.0;52976;21940.1652
4178;Schnitzer Denist College;1912 Old Briar Lane #2;8;2;04/05/2004 11:42;40:00.0;15354;42440.1144
4179;DBN Bank;2936 Arlington Ave.;41;27;30/09/1983 21:00;06:40.0;23920;88541.1331
4180;Dean Grant Buick and Crysler;886 Yale Lane;49;17;17/08/2000 18:47;33:20.0;11534;47124.416
4181;Esmarda Chemical Manufacturers;1770 first St.;27;40;05/04/1994 16:33;06:40.0;33704;89356.92
4182;Resnick DDS;1234 Devonshire Court;42;9;21/06/1997 14:33;54:56.0;42986;54015.6162
4183;George Lee Antiques;1535 Knollwood Drive;48;41;06/11/1993 15:33;20:00.0;9440;99520.0768
4184;Esmarda Chemical Manufacturers;334 Lynn Terrace;12;14;22/07/1971 04:07;13:20.0;9912;84485.325
4185;Green Shoes Corp.;574 Chicago Ave.;17;1;20/05/1992 03:02;26:40.0;23330;38461.7024
4186;Terrinni & Son Auto and Truck;355 Golf Rd.;4;29;21/02/2000 15:47;13:20.0;69900;72884.891
4187;Hibop Heating and Air Conditio;1875 Roger Williams Ave.;35;8;15/09/1993 03:27;53:20.0;59355;27477.977
4188;First National Bank of Ottowa;266 Green Bay Rd.;2;41;09/11/1985 04:53;46:40.0;46320;19724.5988
4189;Meonits & Mogogni Inc.;1957 Huntington Ave.;36;49;15/07/1974 07:00;46:40.0;88176;449.9488
4190;Arthur M. Feildberg Galleries;120 high St.;14;27;17/10/1982 00:47;48:16.0;83512;35791.5084
4191;First National Bank of Ottowa;970 Vilas Circle;41;42;26/05/1987 12:35;08:16.0;16269;24854.1064
4192;New Dehli Auto Exchange;218 Oakridge Ave.;9;48;26/06/1993 21:42;00:00.0;81098;51440.4637
4193;AA Advertising;2632 Prarie Ln.;11;12;30/12/2001 12:42;53:20.0;12380;71680.9306
4194;Mergenthaler Inc.;3478 Bryn Mawr St.;14;17;18/03/1987 00:55;46:40.0;43890;75544.186
4195;Bill's Dive Shop;406 Trinity Ct.;15;4;20/04/2005 04:22;26:40.0;55820;420.7896
4196;Gilbert Co.;1633 McGovern place;46;35;06/10/1990 09:00;26:40.0;67288;15396.4318
4197;Rythmics Ltd.;872 Virginia Rd.;30;2;19/05/2006 14:33;13:20.0;24200;15721.098
4198;Peterson Roberts Carpentry;1912 Old Briar Lane #2;4;36;20/05/2001 21:00;41:36.0;77136;32220.2475
4199;MedicServe Medical Supply;225 Jeffrys Place;42;14;18/05/1983 18:35;26:40.0;26928;5606.2711
4200;AAA Daniels Antiques;3059 Priscilla Court;14;41;13/04/2006 07:15;41:36.0;11500;67460.356
4201;Pete's Auto Repair;2505 Allison ct.;11;9;27/01/1985 07:47;53:20.0;93765;14600.704
4202;Ebert Music Center;2510 Crain;42;11;19/03/2000 05:07;54:56.0;67204;92584.0344
4203;Highland Woods City Hall;3181 Barkwood Ct.;5;14;27/10/2007 07:42;40:00.0;40575;80387.28
4204;AA Advertising;1701 W. Mellody Rd.;34;15;06/09/2006 04:22;33:20.0;18436;78380.626
4205;Hardee Woodwork Ltd.;1575 Oak Ave.  Apt. 2C;48;46;03/10/2003 17:53;01:36.0;92122;68704.7541
4206;First National Bank of Ottowa;937 Judson Ave.;24;30;05/06/2003 12:07;26:40.0;37244;56700.7434
4207;AAA Daniels Antiques;839 Burton Ave;18;4;04/09/1975 02:48;33:20.0;87500;49986.8574
4208;Nel Video Productions;12 Skokie Valley Rd.;24;42;15/06/2003 13:02;41:36.0;20276;6220.7344
4209;Lambert & Locke Legal Services;175 beech St.;39;14;23/03/1972 00:53;26:40.0;11402;13545.3754
4210;Ampro Office Team Ltd.;368 Woodland Rd.;17;11;12/03/1970 22:02;06:40.0;84293;37315.8453
4211;Glenn Oaks Office Supplies;1715 Chicago Ave.;48;42;13/03/2005 02:53;01:36.0;31816;28580.858
4212;Bee Line Publishing;628 Orwenstensia;29;5;19/11/2005 02:28;54:56.0;85011;73774.3743
4213;Highland Woods City Hall;2644 Princeton Ln.;45;34;23/01/2005 08:02;46:40.0;37008;69674.6904
4214;Facelift Kitchen and Bath;1875 Roger Williams Ave.;24;48;10/06/2002 21:00;20:00.0;98720;29106.9658
4215;Perimeter Security Consultants;241 Callan Rd.;35;24;11/09/1971 09:55;46:40.0;87350;16256.4452
4216;MedicServe Medical Supply;12 Craven Way;34;18;08/02/1974 12:53;40:00.0;5089;34048.3056
4217;BBQ Smith's Tex Mex;1907 S. Prospect Ave.;22;24;01/07/2003 17:55;06:40.0;6382;13096.7048
4218;Keyth Contracting and Repair;406 Trinity Ct.;12;39;26/02/1986 18:42;14:56.0;76000;98552.85
4219;Cosmo Skin Care Center;632 Florence Dr.;14;17;05/03/1977 16:28;20:00.0;25677;28576.6976
4220;Air France;139 Bay Colony Dr.;27;48;08/09/1990 03:13;26:40.0;72060;38468.26
4221;Cutter Lawn Mower Repair;785 Highland place;31;29;06/06/1980 09:15;26:40.0;68740;26904.891
4222;Nirabi Auto Service;1547 Vine;35;45;22/05/1977 06:35;21:36.0;40684;94250.4264
4223;Marks, Marks, and Kaplan Ltd.;2112 Ravine Drive;22;24;23/03/1972 19:35;40:00.0;63321;22126.7153
4224;Foy Aviation;115 Pleasent Ave.;28;35;07/05/2002 11:28;26:40.0;4648;37697.6198
4225;Air France;3059 Priscilla Court;6;34;03/08/1971 10:33;53:20.0;73016;85171.199
4226;janice Mann Accounting Service;1270 Linden Ave.;25;22;18/09/1978 21:53;14:56.0;40965;22672.885
4227;Terrinni & Son Auto and Truck;581 Hill St. Apt. 234;36;12;16/10/2001 00:33;53:20.0;38324;4120.507
4228;Crosstracks Car Wash;750 Homewood Ave.;15;14;19/09/1983 07:13;01:36.0;37300;66875.3188
4229;Kapp Camera and Video;929 Brittany Ave.;34;27;25/01/2004 03:07;28:16.0;95655;50792.0632
4230;Futoons Cartoons Emporium;1619 Judson Ave. Apt #34B;49;31;27/06/2005 20:20;21:36.0;85575;76120.0006
4231;American Deli Workers Union;1633 McGovern place;48;35;24/12/1994 20:13;40:00.0;12130;48504.3665
4232;Corbins, Rodriguez, & Savocchi;1975 elmwood Circle;32;22;15/08/2006 04:35;46:40.0;36773;29420.5266
4233;Lee Stairworks and Carpentry,;77 Blackhawk Rd;7;28;02/02/1975 19:07;46:40.0;16220;10865.7156
4234;Dapper's Antiques;1077 Court Ave.;35;6;09/11/1971 09:35;06:40.0;1848;56026.932
4235;Green Bay Travel Services;1019 Deerfield Rd.;17;25;30/06/1996 10:35;46:40.0;51916;896.3858
4236;Pasifico Inc.;1957 Huntington Ave.;44;36;02/08/2002 17:42;28:16.0;92143;57902.034
4237;Jay's Cabinet Company;1859 Green Bay Rd.;23;15;21/08/1975 14:33;34:56.0;46705;62952.9555
4238;Ebert Music Center;917 Fairview Ave.  Apt. 982;21;34;06/08/2004 05:42;53:20.0;20298;96394.35
4239;Marcy Elaine Bakery;1450 Harding Ave.;36;49;20/08/1977 05:40;00:00.0;69239;84468.6222
4240;Crosstracks Car Wash;2267 Anderson Lane;9;48;06/08/1975 13:27;54:56.0;91912;85664.1786
4241;Hibop Heating and Air Conditio;600 Central Ave;19;32;20/12/1989 12:27;33:20.0;14022;24674.2949
4242;AAA Daniels Antiques;671 Blackstone Ave.;24;7;17/09/1990 00:22;13:20.0;28528;47620.4858
4243;Bee Line Publishing;1912 Old Briar Lane #2;10;35;02/02/1983 18:53;48:16.0;73134;79252.6664
4244;Gordon & Son Brockerage Ltd.;245 Oakridge Ave.;46;17;26/01/2002 10:00;06:40.0;27140;33700.402
4245;First National Bank of Ottowa;788 Tennyson Ave.;27;44;29/08/1994 23:40;20:00.0;12810;56385.1604
4246;Glassman & Stone;600 Central Ave;21;23;23/01/2005 08:02;26:40.0;66887;41268.3924
4247;Michael Montgomery Hair Saloon;1799 Rosemary Way;9;21;26/06/1996 04:33;40:00.0;24896;95175.1104
4248;Glenn Oaks Office Supplies;3487 Green Bay Rd.;21;36;09/07/2001 23:02;13:20.0;78487;69300.2985
4249;Green Bay Travel Services;917 Fairview Ave.  Apt. 982;7;9;07/02/1994 22:27;00:00.0;12376;69684.8086
4250;John G. Hartling Ltd.;3181 Barkwood Ct.;9;19;16/07/1986 13:13;53:20.0;64108;69120.6977
4251;Innman Paint and Glass;581 Hill St. Apt. 234;29;24;31/03/2000 11:22;13:20.0;57842;21862.0676
4252;Doerner's Awnings and Canopies;2870 Skokie Rd.;31;10;25/01/1990 09:33;20:00.0;80216;35856.8774
4253;K L Consulting;854 Woodbine;22;46;19/07/1983 02:48;06:40.0;86600;38084.2061
4254;Kermit the Pet Shop;1752 Clinton Ave.;30;27;22/04/1985 06:40;40:00.0;24360;10391.246
4255;North Shore Appliance Service;969 Saxony Drive;36;21;21/07/2007 07:40;08:16.0;20000;55410.945
4256;Hardee Woodwork Ltd.;1704 Ridgelee Rd;14;9;06/05/1975 10:20;13:20.0;31532;9961.4566
4257;Chands CPA;852 Sumac Rd.;27;21;12/08/2006 13:27;00:00.0;29660;77356.9794
4258;Schmidt Denists;21 Lakeview Terrace #2312;31;7;16/12/2003 12:42;14:56.0;88920;23900.7786
4259;janice Mann Accounting Service;3059 Priscilla Court;9;9;01/12/1997 18:13;41:36.0;11970;24131.528
4260;Parkway Auto Body;1701 W. Mellody Rd.;33;29;26/03/1972 12:13;28:16.0;31970;50419.662
4261;Johnson, Erico & Co CPA's;1185 County line Rd.;25;31;21/10/2007 12:48;40:00.0;11500;29172.588
4262;Elm Place Business Supplies;854 Woodbine;2;22;18/05/2006 00:35;40:00.0;34420;6835.5588
4263;Hilco Auto Body;726 White Oaks Ave.;26;30;27/06/1972 14:33;53:20.0;29154;11584.2299
4264;Ampro Office Team Ltd.;1704 Ridgelee Rd;40;36;08/05/2006 06:48;46:40.0;43226;22785.722
4265;AA Advertising;1101 Deerfield Place;24;14;13/10/2001 17:00;08:16.0;40400;80630.5256
4266;Transformation Enterprises;224  Highwood Ave.;15;27;21/11/2000 12:28;54:56.0;63291;7048.2288
4267;Marcy Elaine Bakery;1077 Court Ave.;22;31;06/08/2005 23:28;00:00.0;66705;55948.7254
4268;Air Indonesia;2510 Crain;21;9;08/10/1983 23:27;01:36.0;83749;93600.478
4269;Nirabi Auto Service;1831 Beverly Place #9D;6;33;19/07/1978 02:33;00:00.0;18495;20108.544
4270;Mail Boxes Et. Al.;21 Lakeview Terrace #2312;35;25;29/09/2000 19:13;08:16.0;98688;24532.575
4271;Kosmo Consulting;115 Pleasent Ave.;35;2;08/05/1989 04:07;08:16.0;78582;23208.4074
4272;Gordon & Son Brockerage Ltd.;1019 Deerfield Rd.;4;26;04/12/1982 05:22;41:36.0;49938;71935.962
4273;Nitelites Party Rental;2922 Twin Oaks Drive;15;40;07/02/1972 16:15;13:20.0;71500;99408.4947
4274;Car Suite Cleaners;1065 Hillcrest Circle;39;24;27/12/2003 23:22;06:40.0;2825;63464.042
4275;Johnson, Erico & Co CPA's;1486 Old Deerfield Rd.;10;15;20/12/1989 12:27;28:16.0;8627;22030.8368
4276;Innman Paint and Glass;1482 Concorde Circle;17;22;15/02/2006 10:40;28:16.0;93760;13350.6848
4277;Hibbard Road Suppliers;616 Cobblestone Cir.;6;21;12/08/1982 12:33;53:20.0;43232;51414.43
4278;Chicagoland Cleaners;59 Cordon Terr.;26;6;25/10/1994 16:47;33:20.0;87560;87200.8836
4279;Nyman Interior Design;4763 Blackhawk Rd.;23;35;21/11/1996 07:07;46:40.0;72307;57920.2256
4280;Smith Communications Inc.;115 Pleasent Ave.;12;35;29/07/1971 02:47;46:40.0;17572;93473.4381
4281;Maintence Services of Maine;3148 cottonwood Ct.;6;4;24/12/2001 17:48;26:40.0;48371;23690.2758
4282;Lutz Soft Cloth Car Wash;456 Groverland Ave.;40;15;01/02/1980 13:33;20:00.0;94326;51215.7756
4283;Doll House Rock;750 Homewood Ave.;44;39;08/05/2001 20:07;40:00.0;52377;50739.5904
4284;Caranisco Homes;1859 Green Bay Rd.;38;10;08/09/2001 23:40;26:40.0;18860;87878.1422
4285;Green Shoes Corp.;115 Pleasent Ave.;50;17;13/11/1977 00:02;13:20.0;83190;3806.6921
4286;Air Indonesia;1975 elmwood Circle;16;6;10/06/2004 15:55;00:00.0;22528;94014.2722
4287;Elle Hypnosis and Therapy Cent;1550 Ridge Rd.;19;26;11/06/2000 17:53;06:40.0;84372;50490.4417
4288;Foy Aviation;671 Blackstone Ave.;23;23;18/08/2002 03:53;46:40.0;72003;72414.4358
4289;Perimeter Security Consultants;616 Cobblestone Cir.;36;12;14/02/2001 01:07;26:40.0;80620;10388.4418
4290;BBQ Smith's Tex Mex;1 Twin Oaks Place;3;6;20/04/2001 18:47;00:00.0;77440;42101.3923
4291;Morton Roofing and Siding;654 Walnut Rd.;13;40;12/08/1972 21:40;33:20.0;13110;33592.5939
4292;North Park Lighting Galleries;77 Blackhawk Rd;46;44;27/10/2007 07:42;33:20.0;77155;66531.428
4293;North Shore Appliance Service;21 Lakeview Terrace #2312;37;38;31/03/1975 01:07;26:40.0;52121;25963.0257
4294;Palmer Golf Supplies;865 Old Tall Tree Lane;30;50;23/01/1999 14:00;20:00.0;79088;58000.586
4295;MedicServe Medical Supply;4522 N. Greenview Apt. 1B;7;16;07/10/1992 04:08;20:00.0;79104;31728.828
4296;Lennox Air Pollution Control;574 Chicago Ave.;35;19;19/12/1994 01:20;13:20.0;44290;29236.7024
4297;Green Bay Travel Services;854 Woodbine;38;23;07/07/1986 07:00;46:40.0;61908;45777.199
4298;Masterlands Cleaning;35 Glenlake Dr.;36;36;21/06/1992 21:53;46:40.0;70618;25420.962
4299;Loyal Order of Buffalo;430 Oakland Drive;10;3;26/02/2000 16:27;48:16.0;956.1;42550.2612
4300;Maintence Services of Maine;550 Sheridan;41;13;02/11/1971 10:55;33:20.0;44850;45159.945
4301;Nirabi Auto Service;632 Roger Williams;23;46;02/07/1997 00:33;14:56.0;91380;29594.6232
4302;Bee Line Publishing;1575 Oak Ave.  Apt. 2C;12;37;19/02/1993 22:13;46:40.0;37457;83632.3732
4303;Air Barbados;3059 Priscilla Court;35;30;22/02/1980 00:28;34:56.0;65825;65105.1744
4304;Deer Lake Inn;750 Homewood Ave.;50;7;27/12/1970 06:28;20:00.0;82641;68701.8526
